timestamp,route_id,block_duration_hours,congestion_index,traffic_volume,weather_severity,event_intensity,lane_closure_ratio,hour,is_weekend,is_monsoon,lag_congestion_1h,lag_congestion_2h,lag_congestion_3h,lag_congestion_6h,lag_volume_1h,lag_volume_3h,lag_travel_time_1h,congestion_delta_1h,congestion_delta_3h,rolling_congestion_3h,rolling_volume_3h,route_id_encoded
2023-01-14 18:00:00,Andheri_East_MIDC_TO_BKC,1.0,0.6030706474167371,1972.3400421040135,0.0163148976138488,0.3512437684179422,0.1852524876309985,18,1,0,0.5317467666290915,0.4981335030276222,0.4404266156283386,0.4215544288091786,1818.3194130630927,1573.924594475278,37.47632438266616,0.03361326360146927,0.1464872485166075,0.4901022950950174,1697.0087294905773,0
2023-01-14 21:00:00,Andheri_East_MIDC_TO_BKC,31.0,0.6072163015206532,1791.4064580030351,0.00931334640621,0.5446227789186132,0.3202949869436822,21,1,0,0.5890300237496449,0.5892016899806649,0.6030706474167371,0.4404266156283386,1800.4662301387816,1972.3400421040135,37.77411254340882,-0.00017166623102005119,0.05728325712055338,0.5937674537156824,1873.0637030327134,0
2023-01-16 05:00:00,Andheri_East_MIDC_TO_BKC,15.0,0.629637714077641,1827.7564243869745,0.0077334876162052,0.6235155847896388,0.2920937164575953,5,0,0,0.5949114805247362,0.6026504662660107,0.609458011999435,0.7141446141975507,1641.3608801082164,1666.756004640165,35.84698044777982,-0.007738985741274518,-0.057331985233621596,0.6023399862633939,1655.1080879379194,0
2023-01-18 07:00:00,Andheri_East_MIDC_TO_BKC,29.0,0.6249196057001989,1937.195385761119,0.0410768500011428,0.4607918191196694,0.2838702346472485,7,0,0,0.560272330863023,0.5465933395017083,0.468813925368762,0.4710839296945724,1747.5218601095337,1430.8044818390674,35.19913415655731,0.013678991361314674,0.09335118912236479,0.5252265319111644,1630.8639143936664,0
2023-01-19 16:00:00,Andheri_East_MIDC_TO_BKC,29.0,0.7197182154570506,2072.011842879395,0.058920213175251,0.7477325488673592,0.3493023896845674,16,0,0,0.5911454600405804,0.562206239009728,0.5875953596224878,0.7106876515955391,1743.9882557275969,1691.0630291563343,37.117558510837306,0.028939221030852447,0.0008298289290218364,0.5803156862242654,1701.0251510940916,0
2023-01-21 08:00:00,Andheri_East_MIDC_TO_BKC,12.0,0.6247945946077778,1907.49913990548,0.0792366214303377,0.4795471279397247,0.2878963675550849,8,1,0,0.5764203283148028,0.5449775039446313,0.5064764626952747,0.4369212344970485,1817.3954650835767,1597.2760207496235,37.472988706945166,0.03144282437017154,0.09972658627531644,0.542624764984903,1705.1000869738418,0
2023-01-23 07:00:00,Andheri_East_MIDC_TO_BKC,7.0,0.7016958988691255,2111.082513289715,0.0137948357248841,0.6356346114666924,0.3272076674707397,7,0,0,0.5855159382638256,0.5894781873373806,0.5313545350715937,0.5056251286214203,1739.0419324846034,1595.881271659009,36.007060873420244,-0.003962249073554913,0.09634766171250275,0.5687828868909333,1700.0280837498788,0
2023-01-23 16:00:00,Andheri_East_MIDC_TO_BKC,4.0,0.6243426012035368,2004.7619240389624,0.0049594026190478,0.4071563504780622,0.2361523607580182,16,0,0,0.5584084100782749,0.5902686022442535,0.6255300878868664,0.8565045159346869,1682.9573756436823,1759.297471347567,35.1629947136138,-0.031860192165978574,-0.08202254935345565,0.5914023667364651,1732.891551329889,0
2023-01-25 06:00:00,Andheri_East_MIDC_TO_BKC,42.0,0.6088173355387388,1789.286392222986,0.0078227748516617,0.5448172609272888,0.3539582620398318,6,0,0,0.5288150550070506,0.5245966050002608,0.424821721484302,0.4173670586268502,1523.134912050132,1348.359350239723,32.34202065218672,0.004218450006789776,0.06380404237552723,0.49274446049720444,1480.6241716999739,0
2023-01-27 08:00:00,Andheri_East_MIDC_TO_BKC,1.0,0.6038450746790499,2118.9895537083607,0.0257052905496395,0.1733961455924311,0.2007939019809698,8,0,0,0.5314830165586117,0.5336698542776929,0.5032239068890156,0.535593584103677,1792.5915687169313,1593.2275614893183,36.69682354263165,-0.002186837719081125,0.03336732279692234,0.5227922592417734,1707.1443945997387,0
